sample	T-cells	B-cells	Treg	Macrophages	Th1 cells	CD45	Exhausted CD8	DC	Cytotoxic cells	NK CD56dim cells	Neutrophils	Mast cells	NK cells	CD8 T cells	igA_Bcells	igG_Bcells	igMD_Bcells
BA2814R	1.1831386746666668	2.397098727222222	-0.392107614	5.463835420500001	1.260496727	9.234914799	2.45191448525	-1.015779	2.5705748394	-1.5250929053333335	4.67507526	1.2305602332	-0.5185836543333334	0.28901443	9.569870272	4.548683700500001	7.18425797
BA2631R	4.159525866666667	1.6177736593333334	0.764705649	2.5569969547499998	2.862515491	8.81177413	4.16599159875	-3.679694477	4.1543127303	-0.46317176399999993	5.416518665714285	5.5329013088	-0.027437192	2.696172392	7.3837926585	5.46972349075	5.7718436745
BA2023R	2.9970846366666666	1.4954234447777779	-0.067402502	6.3217734512499995	2.113133927	8.981734767	4.307019378500001	5.542076955	3.7160403301	-0.10991412699999992	6.210765067571429	0.9605263474	0.5298497143333334	2.3310498745	5.5525542285	5.6679123505	5.791889369
BA2375R	5.746337635333333	3.3389645573333335	4.376743612	4.6259435915000005	5.169609388	9.386756938	5.2928712327500005	1.302910962	6.441075431	-0.1957393483333334	7.918643570285714	8.5466400478	4.299615881333334	3.3076239210000002	9.6905286345	6.916531377	8.8010609245
BA2485R	1.1877495963333333	0.009236181000000029	-1.446702539	3.08308288375	0.213349457	8.651901383	3.47858279775	-1.036537236	3.0152080505	-2.165962316	1.7158889932857144	7.349732342	0.010439544333333384	0.394683553	8.0657313085	7.723619656	3.740446542
BA2455R	2.679857982166667	0.5635922363333333	0.563806635	5.475734421	1.984753428	9.655715381	2.6942603010000004	0.88746229	3.8518358026999997	-0.37209775233333325	4.014337866142857	2.384967397	0.36669879266666666	1.3940615965	4.422703271	1.3722948755	3.627751644
BA2636R	5.210500898166667	1.2361266557777777	1.323460801	0.30454044950000003	4.602957481	8.491560433	4.476900509	-4.428559883	5.8803409916	2.0138350799999998	7.060690331142857	1.8146974008	1.477108847	4.3477172445	5.290502173	2.05584633275	7.3357658965
BA2325R	3.9446625756666664	1.9342607852222222	1.119441984	6.6384745485	2.81880356	10.0073388	3.64656230325	3.302734846	3.979702621	0.353151104	7.148012141714286	3.004505774	0.7945154046666667	2.936346075	6.898504097	5.766501861	5.6411998059999995
BA2169R	4.571162040666667	2.9275592305555556	0.526516613	2.88365812625	4.926636264	8.5979833	5.997204324	-2.942299099	6.1044615105	1.2008378370000001	5.457400779	2.8599362662	3.7547968099999998	4.468805058	8.786002649499999	5.47374700375	8.8996569915
BA2156R	5.022227930666666	2.2699005886666668	0.880316656	2.10561493275	4.222876728	8.131763512	4.792676988	-2.274503107	5.7061382396	0.395722302	4.6266674868571425	3.578780456	1.3092404466666667	5.2346565335	8.7862133035	7.2019180572499994	6.874914825499999
BA2511R	6.717300587166667	2.051864186222222	3.826873517	2.755392488	6.280519951	9.283972545	5.29189294375	-0.997814662	6.3510137575000005	0.9661436736666666	7.071988202428572	3.9304905868	4.371989603333334	6.728536025	5.054284565	2.68570992125	7.017891621
BA2168R	3.0161649329999998	1.0300145617777778	-0.485323033	0.8165946465	2.287808976	8.439989364	4.09489334425	-3.885142957	3.8280961188	-0.013662091000000003	4.3597167514285715	3.15582942	1.5122445293333333	3.3813532805	3.698718808	1.76333852075	4.775201591
BA2505R	5.372857831666667	3.1576300806666664	2.650421025	4.19965259675	5.047682741	8.753967292	5.89487023675	3.041866512	6.0435158694	1.382448458	5.2811019841428575	5.5393955974	1.816296951	5.539268067	7.739491499	5.3423592025	7.6897126700000005
BA2860R	5.650636271	2.7803649204444447	2.449947473	2.1808043405	5.23248591	9.449871358	4.98221443425	-4.349857379	5.974062864	0.6378330689999999	8.651045095285713	6.896287748	2.2482816933333334	4.462048058	9.408803042999999	6.86850749	9.427492944499999
BA2871R	5.877221537666666	3.0356814111111112	2.22641256	4.11533974225	6.181192766	9.226879893	5.99869702725	-1.845942504	7.8943948097	3.2064310369999998	5.895457941714286	0.43721331539999997	3.453339891	5.709319705	10.731526467	9.2735127715	7.899075421500001
BA2655R	4.555789151166667	-0.36883024266666664	0.408469253	3.262120752	3.437568197	7.503288827	4.57188847925	1.559154303	4.6050575746	-1.5295033103333333	7.056534430142857	6.2638124412	2.8292900116666666	4.715870692999999	9.361994853999999	8.73613978525	8.1459708085
BA2227R	3.7360271656666666	1.8488735102222225	0.265746041	2.3932020720000002	1.3401803	7.002180292	4.469601952	-2.590271627	2.8961004247999997	-2.1021380563333336	3.332181694285714	5.173014366	-0.10455640433333334	2.458515231	8.5156052865	6.8271709430000005	7.4752196975
BA2812R	2.3999874631666667	0.6691061757777778	-0.110638059	3.84667426075	1.856566108	8.595292507	3.24053119925	-1.496394605	3.6522997449999997	-0.17875533933333335	6.5151590548571425	2.5089703794	1.5389665	1.431091282	3.22077892	0.98320705825	4.3481959105
BA2125R	4.445457602	1.6869002656666667	-0.236095474	2.50081857475	2.468841149	8.630661469	4.95501558825	-2.488577871	4.2775100801	-2.2124975826666664	7.318337764428572	3.9994287478	0.9939890943333334	5.011925806000001	10.243533792000001	8.61954358925	8.53777691
BA2603R	2.995757963	1.378243393	-0.500052309	3.33044129325	1.496680794	8.917517824	3.4044472945	-2.376455555	3.5952652281999997	-0.9076716380000001	7.116581762571428	5.482607536	-0.15354993466666667	1.887225152	7.747307302499999	6.2018289675	5.996093993500001
BA2808R	2.7469275901666665	1.7903322954444445	0.349158084	2.72082766025	2.114602565	8.830482122	4.87449115075	0.164060104	3.3205096367	-0.41466643666666664	2.8392906685714285	4.5863365246	0.32665088033333334	2.8761481815	5.180888084	2.77490652975	9.115909583
BA2282R	7.051674606	3.8425000785555556	2.497027759	4.9698791675	7.696669483	10.16052478	6.20664989575	0.127042531	8.2905834737	2.476032422	8.278054794142857	0.9120104896	5.066315723	7.3172172185	8.2112876135	5.87864049425	8.9053183585
BA2482R	3.2865972753333335	1.7093808002222222	-0.897249723	4.18407715875	0.53157569	8.937521285	3.0899215065	0.316215163	2.800529796	-1.8504688186666667	6.317492864857143	10.1855537086	-0.8908896586666667	1.4099126640000001	8.646437017	6.7756117	5.999978007499999
BA2822R	3.3804558261666666	-0.5424211751111112	2.233852064	1.95508617525	0.815922221	8.707684578	4.30261165775	-4.477449413	2.6901578224000002	-0.8511455493333332	3.4213554547142855	1.2758677137999999	-1.0847643743333335	-0.39532700499999995	8.831445866	5.62495853275	8.851719171
BA2594R	4.622328605833333	1.4653369806666667	-0.633612006	4.59656534325	3.820771229	9.338839121	4.5680303457499996	-2.596511197	5.1476092707	0.3841897326666667	7.747526631571429	0.37284143020000005	2.0477980153333335	3.91037243	9.216691984499999	6.70421970475	7.4582994455
BA2747R	2.1800179446666665	0.8978023052222222	-0.597394037	0.8899279697499999	1.819538208	8.739106327	4.2125805430000005	-3.731327734	3.372701299	-1.4991065799999999	0.8701043778571427	2.8987332706	-0.32068079166666663	1.3792179835	4.5464229835	1.50963567525	7.5725473495
BA2561R	0.4648814725	-0.07156214177777775	-0.40163881	3.27630710375	-0.785867084	7.492561764	2.4184905287499996	-1.422287174	1.4253378555	-2.5061267933333333	4.970427440714285	1.4040898362	-0.005285458333333313	-0.3921088155	8.7126061385	7.31300701175	6.708833518
BA2094R	4.933947814833333	0.7922694216666666	1.423405395	2.3665536885	3.935508337	8.790226566	3.9686868902500003	0.402949581	5.7906169498	-2.888480000000637e-4	4.585912517714285	-1.0233901582	2.6340109386666666	4.2163402045	2.7242176645	2.07221694975	4.856902956
BA2567R	6.927202682666667	3.134525955111111	3.465532596	2.16572812425	6.294574842	9.741822223	5.70070130475	0.150325632	7.0768226709	1.0477490766666666	9.103042400142858	2.0030799532	4.481706767	6.728536236	6.8425946865	5.04894962825	7.099816553
BA2906R	2.3525890163333334	2.538175182111111	1.361764058	4.78036091775	1.704223837	9.016587965	2.81908534125	2.162634089	3.7423904395	-0.6358424606666666	1.554760986857143	0.8980937864	-0.41631841333333336	2.1559642525	9.4353830085	6.1183998275	7.4516741255
BA2956R	4.1724916295	2.4558629696666667	0.884640282	5.180673428	2.74922686	8.474157847	2.8898631802500003	-1.481661907	3.7113744178	-0.18473115099999995	4.087810405428571	3.9666091346	0.9771071563333333	3.1405325965	6.7231124675	5.07476523075	6.4056301825
BA2474R	3.8657786908333334	2.164234409	1.004601817	4.5799652805	2.157995098	9.687447575	3.86161664125	-1.212051012	3.8755831861	0.11563911733333332	5.454533264428571	3.9108159996	0.7902254686666667	3.050604105	6.116172269	5.1362009035	7.232202995000001
BA2065R	3.7585231135	1.8825371924444445	0.411929265	3.461953441	1.156033745	9.163983968	3.7140622089999997	-0.79132187	3.3693938043	-0.905526152	3.857461684285714	4.2634089112	0.781203284	3.0884789450000003	7.127961794000001	5.82632626675	7.7479348255
BA2737R	4.1844062565	1.8620475890000001	0.24256447	3.387622677	3.233922826	8.985186514	4.4242053315	1.712530596	4.5119769151	-0.8355599929999998	3.5571682615714284	-0.6370953948	0.6151069366666667	4.751765498	7.794727805	4.939549721000001	5.893014441
BA2463R	1.9362949386666666	-1.5247562655555555	-0.514774106	3.8630341062499998	2.485156805	8.385159623	3.1627669415	1.613155801	3.149479641	-1.6411844286666666	2.6783629618571427	-0.7793484658	-0.8410469780000001	2.334791487	0.989496328	-0.8963831835	1.6464400845
BA2110R	3.1094077605	1.0655006334444443	0.06409522	5.46498010925	2.474301282	10.00074684	3.1703552517499998	0.156429311	3.7394236294	-1.6718918596666668	6.448667016428571	0.9471226372	0.15809603233333333	1.8880716954999999	6.425494302500001	6.00186382225	5.083675352
BA2992R	2.6779715503333335	1.434005917111111	-0.728077925	4.84258852775	2.717494698	8.802503097	3.877718688	3.932927587	3.7692252264	-0.8168123753333333	4.521648737142857	3.7268595386	1.046589265	2.5788498505	6.717853542	6.780248703	4.7623913455
BA2220R	2.8417006036666668	-0.3561696886666667	0.223141493	2.558678495	2.489141671	8.076078708	3.5833297610000003	-0.976484324	4.5203764797	1.489266049	6.315166003571429	5.6490916648	1.8523717896666667	3.457617293	6.539684892	4.647261342	4.6032735445
BA2720R	3.9651103665	0.28962772000000003	1.108136337	1.6308528759999998	2.956489265	6.533967223	3.605983257	-2.212447801	4.0807321133	1.5404008293333333	6.032559789142857	3.7327586788000002	3.2440993636666664	4.482995922500001	7.4766614879999995	6.390548932	6.1057096545
BA2063R	8.065399610666667	3.0086002938888887	5.175595401	4.14742114275	6.717236979	9.525175428	5.438121317749999	-1.189469267	7.1500167284	4.6793749909999995	6.969215543285714	-0.445218197	3.595215262	7.642037322	9.144237332	6.55174536825	9.232614576
BA2772R	2.407064452166667	0.9397744255555556	0.23693066	1.6576417315	1.087265128	8.270316657	3.60066990825	-3.720446613	2.7612496459	-1.2799255433333334	4.1564305198571425	4.6507601104	0.4544387006666667	2.3182253465000002	5.251071334000001	3.92357236925	5.737552702
BA2935R	2.9757097	1.845081721111111	0.504237861	4.80105084075	1.168934284	8.981734767	3.55578682	2.167169566	2.7831853606	-1.9573971980000002	5.238265060571429	3.8316184988	-0.17907231899999998	2.2719343844999997	6.3879977785	4.45341882475	6.419084314000001
BA2260R	3.3655606625	2.5645862594444444	0.404905832	5.12745610475	2.34302287	9.055811387	3.66907887025	1.123151257	3.2736248821	0.02368499533333331	5.986483892571428	4.2477843268	-0.01127895166666667	2.3272618055	5.0334044855	2.7775621465	5.5727769745
BA2787R	3.9503704623333333	-0.10617140344444438	0.573757162	5.34609086825	2.798632979	10.18274651	3.616578836	0.760304113	3.9787446105999997	-0.22854241899999997	9.661566715428572	1.7746107452	1.1463950806666667	3.6476461110000002	8.4326611465	5.38524219825	3.519134534
BA2676R	3.4107531105	1.6825797773333333	-0.695382162	3.201320476	2.59481331	8.756956728	3.4735863562500002	-4.947308602	3.9563915035	-0.8135259266666667	7.109790349	4.437348845	0.7577334886666667	3.4924398405000003	9.7857113315	8.08068977525	8.234890354
BA2948R	6.513474547	2.435476067333333	4.09594771	1.09924036	5.771070776	8.765959844	5.71066961675	-5.449802417	6.9256401354	1.989376562	8.450812810571428	8.0856153416	2.917916215	7.409269969	7.0957903735	5.5031191477500006	7.8451109075000005
BA3296R	4.6075452944999995	-0.3315779291111111	0.35624315	2.66909230125	5.169249239	9.671500607	4.56847463525	-0.252053019	6.0760927029	-1.8339069393333332	9.688120325285714	3.508836507	2.657096350333333	5.3320062375	-3.2582970165000003	-1.96380206675	3.0985942745
BA2524R	4.244416833833333	2.240861799666667	0.533230431	4.8694764085	2.597407025	8.337842498	3.639638288	-0.045352146	3.7702051947	-0.23130411799999995	5.525302932285714	6.550368219	1.609189417	3.587711327	6.225493106	3.58930827725	7.1213711879999995
BA2811R	4.2432586315	1.745854043888889	-0.404193883	1.385745661	2.311649406	8.324497944	3.04544816675	-4.445202747	4.6822171782	0.3448801573333333	2.8434972962857143	7.0913872592	0.8227387463333333	3.632698326	6.6464823265	5.439618103	5.6353827705
BA2540R	1.8057563186666667	-0.02840410755555556	-0.807899034	4.17064622325	0.814464182	8.974853309	2.440241504	-1.154393194	4.1381751799	-0.06023080933333334	1.5071350801428571	3.158557113	0.5324677853333333	1.9906367815000001	3.448332531	1.58682752075	3.7215571075
BA2928R	2.4428732468333334	1.744347708111111	0.711453578	3.2422968325	2.032396531	8.435176136	2.7141521675	-0.013033208	3.5408688147	-0.4705453883333333	3.0503421732857143	1.2812107384	0.4986615403333333	2.2603499215	5.8985125795	2.6151302245	5.226303821
BA2302R	4.8393792665	2.0621811354444444	0.982778392	1.72414553875	4.867454474	8.031970788	4.8160209015	-4.753305312	5.108501263	0.7813468383333334	3.0839023384285715	2.4996054092	1.0874447076666667	4.8406099765	9.254111714	7.6079050420000005	7.3445478390000005
BA2792R	4.943093762166667	1.4416315937777777	1.387451292	2.39313069825	3.626078212	8.846243705	4.830520509	-2.16506181	5.0480437399	0.08906476600000002	7.224206569142857	2.5437341816	2.106122572	4.503706854	8.1366347195	5.329092575500001	7.519552544
BA2651R	3.9964011245	1.7597245408888889	0.954576643	2.72738298975	2.322556438	8.369512098	4.932515017	-1.170291732	3.4474738895	0.17888897433333328	2.4750936155714287	3.7478846272	0.25714499	3.2032917660000004	5.7710537165	5.0389669015	6.431647663
BA2595R	3.0022926058333335	-0.9074118763333333	-0.322754389	3.33053702475	2.386151174	8.137475858	3.77722552475	-1.651628802	4.3553140461	-0.4689149626666667	4.623724804	6.6365809084	0.6480633723333333	3.114108639	6.239983929499999	3.60833678675	2.2808569684999997
BA2619R	4.880053552166666	2.2052907935555557	-1.123034047	2.7411827365	4.94207215	9.160132158	4.71603093575	-3.237866512	5.8511284514	-0.937414242	7.337855565142857	8.0680602126	0.996336116	5.3183361245	7.427135294499999	3.399033151	8.2371300605
BA3013R	1.958120451	1.023916699888889	-0.940696846	3.79206980925	-0.334928321	8.672544374	3.80687987125	2.080985544	2.2213292805	-1.2238433893333334	5.946023724571429	5.4071037552	-1.2188126526666667	0.12075734450000003	4.9112647495	2.40902680325	4.607295797
BA2405R	5.402742776666667	3.026782566111111	2.320430526	0.48590754175000006	4.736920254	7.965774198	4.43457888825	-3.540720733	5.4298054718	1.2613656303333334	1.372856986	3.0997212958	0.550833185	5.472311658500001	2.9269117945	6.6220704779999995	7.799467268499999
BA2856R	5.535367746166667	1.2484819186666665	2.769766722	1.73012186075	4.164795866	8.46185834	5.1937095512500004	-2.929213789	3.8668273357	0.024219550999999912	6.214197356285714	4.4140667274	2.8392151906666667	4.7272492515	4.871803935	2.38759923425	5.783230807000001
BA2377R	2.5361272765	-0.15986434888888884	0.2866572	5.27123934925	1.444850418	7.925265191	3.88468718925	0.656665422	2.5799600050000002	0.027646210333333348	1.8806177912857143	0.6419995556000001	0.40198433233333336	3.4797233185	6.1523483825	6.491808698	5.7756004700000005
BA2499R	4.0555751715	0.06799278	-1.926008631	2.23669734175	3.419617433	8.245096155	5.694773505750001	-5.352289203	4.0191972757	-0.11067923066666667	6.122229127	5.6990003294	-0.951419173	3.0936572105	7.053459779000001	5.8807887725	8.753199302
BA3023R	3.9231318985	1.1705254102222222	0.731460487	2.46793176625	3.136590123	8.154775206	4.92872049625	-0.877389165	3.7985750389	0.7073329413333334	3.664748339285714	4.5442983446	1.6467079286666668	4.4233152675	9.645395831	7.76569827025	7.4806072265
BA2095R	4.513238679333333	0.5374410897777777	0.769219461	1.0498021210000001	3.778760773	8.92748838	4.10498043075	-2.936046145	5.4559058009	0.724126253	2.5391318585714284	7.4857075362000005	1.083997743	3.938111492	6.038326945	3.7588886185000003	4.368436929
BA2275R	2.7013982861666666	1.3277322762222221	0.26190263	2.29121147125	1.531836512	8.64449263	3.4380631685	-2.017582884	2.9092122856000002	-1.3401813456666667	8.587395960285715	5.0225004777999995	0.5325354953333333	2.633396521	11.00389896	8.9256080915	8.212646810999999
BA2901R	3.1273285711666667	1.0036310105555555	0.260000675	5.117555569	2.472263967	8.985186514	3.888615792	-2.636337401	3.3952056814000002	-0.7030696150000001	5.8030238245714285	2.5690602622	0.846593548	3.233246554	7.0500001855	7.2236211255	5.3412811614999995
BA2221R	5.574219107666667	4.199415508555556	0.7723449	3.84353827575	5.813616061	9.081273106	5.037701561	-0.775045683	6.9489678914	0.8337416120000001	8.242066327	3.7245447868	5.003284733	6.340786061499999	9.327270897	9.73898721075	8.2138466715
BA2387R	2.0294456056666665	1.4100560423333333	-0.049935508	2.504349861	2.034823448	9.234914799	4.4962967442499995	-2.596511197	3.1331753057	-1.0114672416666668	0.4870651665714286	3.771514185	-0.4923420366666667	1.8679330625	4.700584466	1.79293742775	4.133028771999999
BA2657R	3.117351778833333	-1.222000605	-0.912408647	5.51259964325	1.541009915	10.32404569	4.10930838625	-1.306566435	3.2757704783	-1.256744382	7.617668942571429	2.6919845045999997	0.1127321316666667	3.4268404875	2.621552489	0.712906171	5.0832598285
BA2962R	0.9750114185	0.6962667234444444	0.055734115	4.20711539175	0.795079387	8.425599826	3.1727119417500003	-0.245480641	3.0473834016	-1.4697184686666667	2.283385438714286	3.0507093144	-0.7685341796666667	1.4138284410000002	8.5507234265	6.99139451425	5.5607929695000005
BA2195R	3.510387227	-1.2629362553333332	-0.236095474	3.4812906892499997	3.38851369	8.516799132	5.165821793	-2.127259838	4.4908464735	-0.3808012976666667	7.630685339	6.2349745828000005	1.767794122	3.9004315750000003	6.694861831500001	3.38672432275	5.9579101875
BA2688R	6.851958869500001	3.7139163376666664	3.020346719	3.419043074	6.129914585	8.951216361	5.339318015250001	-2.850011737	6.6263450913	2.1803297716666665	5.608499509142857	3.1167646522	3.4143614826666666	7.3403566675	9.9376431515	8.4067416015	9.549002284
BA2420R	5.377723407666666	2.9014314005555555	0.49238161	3.14450701725	4.140170551	8.326712676	4.62073460175	0.716051259	5.5726875294	-0.0676537936666667	4.070333624142857	4.7167449826	1.2963324866666666	4.405307994	9.927358089	8.14358857	8.870587671000001
BA2727R	3.2991273288333334	1.8383685325555554	-0.200351842	1.3328415392500002	3.906826772	9.454475581	5.41763692725	-4.288398574	5.1696760092	0.8548189460000001	0.6455102177142857	-1.0427112932	1.090803249	4.7325808585	6.6585981995	2.4561647605	8.895062121
BA2756R	2.732598107333333	0.12588862655555558	-0.848175605	1.5117184350000001	2.641432355	7.3681681	4.58648847925	-4.135089305	3.9590379928	-0.5431691076666666	2.9404387085714285	4.1738037196	2.05841505	3.6896664040000005	6.062555032	5.191042337	4.492925218
BA2122R	4.0508783635	0.7093803886666666	0.343577851	1.27471299125	3.317825524	9.187287338	3.48521638675	-4.97085583	3.3273714452	0.08206340866666666	8.646054236	5.1078268844	2.288064670333333	3.517384687	6.0777102	4.641868367	5.411830704
BA2053R	4.422344138666666	2.0306261143333333	0.811476019	4.980820146	4.083999557	8.910905093	5.26345453375	1.898924779	4.4482206469	0.9342641773333333	3.8464030858571427	5.5502111226	3.3508879843333337	4.348042492	5.394258584999999	5.61955305875	5.7690821955
BA2080R	2.813924205166667	-0.46213616766666665	-0.46265898	3.2105116715	2.049092468	7.796635603	4.6753963725	-1.370552466	3.5935261515	-2.212496316666667	4.9246629330000005	5.1937474216	0.018774280333333334	2.557432319	7.381280628	6.01402796875	4.563912919
BA2415R	3.9356152724999998	2.270255838555556	0.246524714	3.661240876	3.049314496	9.317517169	3.222313234	-0.356144608	4.3282551984	-2.3650136253333334	9.479901707142858	2.6499339072	1.8298617959999999	4.056316723	8.732020325	7.7703379265	5.942280034
BA2081R	4.148003043	3.3938565067777775	0.686505344	3.8608714010000003	2.394640652	8.827348626	4.958369988	-1.681775566	4.1243792902	-0.11893036533333338	3.9096819627142856	4.4542328512	0.382820716	3.8733124405	11.113186948500001	10.8055116475	9.1656793565
BA2354R	3.875468656333333	1.6601393954444443	-0.79132187	3.3210050465	2.01249839	8.406137682	3.766905653	-2.843877564	3.3769485699999997	-0.34825323166666666	5.991084440285714	4.4381175148	0.5038253473333334	2.982382737	9.940987272000001	9.24485775	6.632245094
BA3273R	3.755834779666667	2.2735994214444446	0.26190263	2.86418071475	5.338681205	6.141074966	4.51972316	1.376318501	4.6225788931	1.7677137840000001	5.144828646142857	0.5744572302	1.3661426153333331	4.5791867915	6.666771557000001	3.55571483	6.8538156075
BA2893R	2.464345892	0.33924426433333343	-1.208905032	0.632294863	1.071657278	8.394931452	3.961750517	-3.422944933	2.5715063492	-1.4076646583333332	4.260821561857143	6.4403547824	0.844985464	1.3452921905	5.455443513	4.1844990875	3.9695185185
BA2044R	4.089210999833333	2.864761415	1.203051988	4.41688036775	3.341022731	8.636178543	4.4102864645	0.152257105	4.9507185101	-0.3655493973333333	7.337777069428571	3.286240209	1.8061078276666667	2.6680070579999997	10.1687476645	9.4765969915	8.8100868725
BA2309R	5.091874311333333	-0.43684699044444447	1.605256229	2.4611679509999997	5.071283452	9.081273106	4.65936498375	-4.794642045	5.983573557200001	-1.5817928153333334	7.742558529428571	3.2207684328	2.521696294	4.78286193	9.332925821	7.07786813125	7.020830425
BA2489R	3.3216103855	0.825534116	-0.868600392	2.682926519	2.510656618	8.550291236	4.73149719725	-1.797092471	3.2162085785	-1.0747684063333331	6.4250767604285715	3.7605673092000003	0.6742876323333333	2.7280430415000003	10.954095970000001	9.80476631725	7.7970314895
BA2908R	4.9670485585	2.3052422243333335	0.982778392	1.01654698075	3.670252306	7.82833379	4.9695479	-1.987265845	4.4915494014	-0.3729480953333333	1.5332056095714286	2.648242062	1.0045728483333334	3.064541679	7.7252703685	6.694696997	8.1398828785
BA2054R	2.260704403666667	-0.1993277623333333	-2.429529426	3.4953561840000003	-0.744394411	8.364941575	2.4980886352500002	1.598379527	1.4695212861	-3.4234968356666666	7.3176584465714285	3.2402498868	1.022398983	1.8813868015	8.879843782	7.943080092500001	6.1352463785
BA2872R	2.1961446628333334	0.7230640813333333	0.100709099	3.45017283025	0.497480704	8.981734767	3.45745386775	-0.77780812	2.8245252396000002	-1.6197815836666667	8.383839745571429	6.231910527799999	0.35655068733333334	3.2001987345	6.3365771255	5.10672951325	5.935420392999999
BA2526R	4.379840439	0.8051573494444444	1.378519214	0.9798505552500001	5.154229432	7.34177008	5.27020032625	-3.262674237	5.8405410782	0.48699593833333327	0.5099851937142857	3.915437951	2.662432064	6.0636829819999996	3.1745180459999998	1.8165887015	3.8095588659999997
BA3145R	2.633698690166667	0.6769636972222222	0.281002514	1.744725194	1.881971067	9.283972545	4.76016023425	-2.955599532	3.3750350806	-0.12574134566666667	3.987714724285714	3.4757023686000004	0.005699248999999991	1.4154228835000002	5.116836731499999	3.0211799997499997	9.5165562815
BA2041R	3.6230303453333335	0.6455607442222222	-0.175707025	2.460615661	2.865464441	8.08153229	4.2508603625	-1.356856266	3.0755534447	-0.002082518333333394	5.098101649285714	3.3711499444	1.6447552543333332	3.7094395579999997	9.8171337485	9.300245019750001	7.908966868
BA2096R	4.932836323166667	0.043805125666666694	0.221056248	3.537666121	3.65036235	7.56206989	4.75729742025	0.86708053	4.9407128516	-1.0508765773333333	5.838423044	4.2432793544	2.959606839	5.2330115125	10.0005871345	9.3430267085	7.729719842
BA2464R	4.973614242333333	1.8033731925555556	0.177883691	0.938209956	3.013512978	7.403055741	4.36026379425	-2.731208129	5.0717374419	0.18067314199999993	3.208045497857143	8.1620518428	0.9627807163333334	4.136135243	10.0803258085	9.454432228249999	7.835329530999999
BA2902R	3.7007442545	-0.7816455508888889	0.575286594	2.30018504725	2.773394207	8.220366129	4.26098073625	-3.851260357	4.0883130236	-0.36809053100000005	4.80875681	6.298141215	2.269117097666667	3.9355531775	5.877686623000001	6.17244473475	3.6520193335
BA2541R	3.7050852136666665	2.5184836682222222	0.102726762	2.58375684425	1.099056637	8.914208044	4.210463092	-2.528601933	3.078407486	-0.8987103213333334	5.7531636462857145	3.3336616306	-0.5513419473333333	2.468155185	9.843953660499999	6.98372556075	7.37930257
BA2143R	3.0362869221666666	1.6627600557777777	-1.521334144	2.6226100445	2.292059568	8.335609015	4.286933397	-2.19345673	3.816744993	-0.7798434216666666	7.838814851714286	6.2707005648	2.213344384	4.611831908	8.5723195355	8.6623766115	8.8048514065
BA2769R	4.3510748415	1.0511638087777777	0.490624168	4.01326848725	4.314821272	8.127970141	5.07158170525	-0.937929547	5.5448607418	0.804346619	7.708260757142857	7.5599155832	3.468169177	4.216380366	6.857519545000001	5.9711349039999995	7.0535409645
BA2843R	3.3414661071666667	0.8607079957777777	-0.163838752	1.5755672182500002	2.558524237	5.92036694	5.2352719225	-4.162213222	3.5558659792	-0.5171391383333334	4.245372352714286	5.8103538748	1.566229187	2.5198050700000003	4.7196297845	4.6110271245	9.61023286
BA2497R	1.5443979996666666	1.7586459708888889	-0.923451509	4.812063153	2.816417852	8.934170014	2.44275974825	-1.913070824	3.4063667321	-0.30357574366666656	5.779144513142858	-0.3761733124	0.627774359	1.9434423065	6.0052974589999994	4.20057955275	3.1802066655
BA2718R	3.3746175123333333	0.8303329918888889	0.059871789	2.9206558955	1.004601817	7.424155462	3.62035164175	0.580164674	3.061986687	-1.1450725983333334	3.549197927428571	4.6692529686	-0.33114348266666666	1.0340098095	3.5255833775000003	1.8611458667499998	3.231968913
BA2575R	4.323906419166667	1.5102146283333333	1.020893321	5.63868640775	2.440993583	9.798191042	4.17667348025	1.945051998	3.8085157425	0.18747152699999992	6.5530556774285715	5.7174962864	0.575282575	3.719520094	7.0500641145	4.986652737	5.1426924925
BA2593R	2.9748892785	3.2776177627777776	-0.256578476	3.384322841	2.500676815	7.553007497	3.6938487757500003	-0.605503132	3.5600204496	-0.371549431	2.7710812804285716	5.3948798238	0.35383198800000004	1.1980682305	5.089295238	4.23421458175	5.602248111
BA2791R	4.5057023495	0.7044111101111111	-0.824696888	0.59540370225000006	3.659575456	7.730716749	3.9726778282499997	-3.795877392	5.2820469466	0.603796428	2.7067883145714284	7.494800441	1.7502091419999999	4.5414623525	7.031707669999999	5.76007214925	5.6603796655
BA2620R	4.102423790333333	3.039131693333333	0.028593421	4.069054384	2.480447741	9.251104143	4.895550992	0.689765907	4.3406681597	-1.1569466573333334	7.222316263857143	4.7193558124	-0.08574778166666666	3.76188254	1.10896216	4.5858706415	8.1539468485
BA2629R	5.297068439166667	3.788361144	0.664550639	1.5317136665	3.431993604	7.605103304	5.371260464	-3.167130501	4.7897025263	0.35534223333333337	0.9812257591428571	4.0564438036	1.3023031146666666	4.144793168	11.15268637	8.78771778425	10.1232505545
BA2870R	3.4496840019999997	0.8634600055555556	1.316669546	2.0345764815	2.512677778	9.052206271	3.5606269467500002	-3.0048858	3.8293320345	-0.593946769	3.2770220145714286	-0.3290303614	0.9753523546666666	3.911060978	6.0695410915	5.72687930875	4.9294902645
